id,name,url,country,location,timezone,language,bundle,keywords
225,Defector,https://defector.com/,US,New York City,America/New_York,en,sports,Defector is an employee-owned sports and culture website brought to you by the former staffers of Deadspin.
226,Delaware Online,https://www.delawareonline.com/,US,Wilmington,America/New_York,en,delaware,
227,Delaware Public Media,https://www.delawarepublic.org/,US,Dover,America/New_York,en,delaware,The home for NPR News in Delaware.
228,Delaware Today,https://delawaretoday.com/,US,Wilmington,America/New_York,en,delaware,"Your guide to the people, places and activities of Delaware from its beaches and coastal towns to its bustling cities and historic sites."
229,Deming Headlight,https://www.demingheadlight.com/,US,Deming,America/Denver,en,new-mexico|gannett,
230,Democracy Now!,https://www.democracynow.org/,US,New York City,America/New_York,en,us-left-wing,No description available
231,Denver7,https://www.thedenverchannel.com/,US,Denver,America/Denver,en,colorado,"Latest Denver news, top stories and updated Colorado breaking news and headlines. Denver7.com is the official website for Denver7, your trusted source for Colorado information."
232,Denverite,https://denverite.com/,US,Denver,America/Denver,en,colorado,Useful and delightful news for people who care about Denver. What's happening and why it matters. Plus: Fun stuff.
233,Denver Post,https://www.denverpost.com/,US,Denver,America/Denver,en,colorado,"Latest Denver news, top Colorado news and local breaking news from The Denver Post, including sports, weather, traffic, business, politics, photos and video."
234,Der Spiegel,https://www.spiegel.de/,DE,Hamburg,Europe/Berlin,de,,"Deutschlands führende Nachrichtenseite. Alles Wichtige aus Politik, Wirtschaft, Sport, Kultur, Wissenschaft, Technik und mehr."
235,Deseret News,https://www.deseret.com/,US,Salt Lake City,America/Denver,en,utah,No description available
236,Palm Springs Desert Sun,https://www.desertsun.com/,US,Palm Springs,America/Los_Angeles,en,california|gannett,
237,Deshsanchar,https://deshsanchar.com/,NP,Kathmandu,Asia/Kathmandu,ne,,"देश सञ्चार – Breaking News, headlines, multimedia, opinion, politics, business, education, travel, Nepal news & more at deshsanchar.com."
238,The Destin Log,https://www.thedestinlog.com/,US,Destin,America/Chicago,en,florida|gannett,"Get the latest breaking news, sports, entertainment and obituaries in Destin, FL from The Destin Log."
239,Detroit News,https://www.detroitnews.com/,US,Detroit,America/Detroit,en,,
240,Devils Lake Journal,https://www.devilslakejournal.com/,US,Devils Lake,America/Chicago,en,north-dakota|gannett,No description available
241,Diario de Pernambuco,https://www.diariodepernambuco.com.br/,BR,Recife,America/Sao_Paulo,pt,,"O portal e a versão on-line do Diario de Pernambuco, que traz o conteúdo do jornal impresso, e atualizações diárias em texto, fotos e vídeos"
242,Diário Popular,https://www.diariopopular.com.br/,BR,Pelotas,America/Sao_Paulo,pt,,"Testemunha fiel da história e porta-voz dos interesses do sul do Estado há 131 anos, o Diário Popular é o jornal mais antigo do Rio Grande do Sul e o terceiro do Brasil com circulação diária ininterrupta. Sua trajetória está diretamente ligada ao desenvolvimento de Pelotas e região."
243,Discover,https://www.discovermagazine.com/,US,New York City,America/New_York,en,,"Discover satisfies everyday curiosity with relevant and approachable science news, feature articles, photos and more."
244,Discovery,https://www.discovery.com/,US,Washington,America/New_York,en,,No description available
245,The Columbus Dispatch,https://www.dispatch.com/,US,Columbus,America/New_York,en,ohio|gannett,"Get the latest breaking news, sports, entertainment and obituaries in Columbus, OH from The Columbus Dispatch."
246,Des Moines Register,https://www.desmoinesregister.com/,US,Des Moines,America/Chicago,en,iowa|gannett,
247,Dagens Næringsliv,https://www.dn.no/,NO,Oslo,Europe/Oslo,no,,"Dagens Næringsliv er Norges viktigste leverandør av nyheter, historier og meninger om næringsliv, økonomi og samfunn."
248,Murfreesboro Daily News Journal,https://www.dnj.com/,US,Murfreesboro,America/Chicago,en,tennessee|gannett,
249,Dnyuz,https://dnyuz.com/,US,New York City,America/New_York,en,,No description available
250,Drone DJ,https://dronedj.com/,US,New York City,America/New_York,en,aviation,"Drone news and views covering DJI, Skydio, Parrot and more"
251,Drudge Report,https://drudgereport.com/,US,Miami,America/New_York,en,us-right-wing,No description available
252,Donaldsonville Chief,https://www.donaldsonvillechief.com/,US,Donaldsonville,America/Chicago,en,louisiana|gannett,"Get the latest breaking news, sports, entertainment and obituaries in ~city~, ~state~ from ~sitename~."
253,DW,https://www.dw.com/de/,DE,Bonn,Europe/Berlin,de,,"Deutsche Welle: Der internationale Blick auf aktuelle Nachrichten von heute. Dazu Analysen, Kommentare und Einschätzungen unserer Reporter und Korrespondenten."
254,Lancaster Eagle-Gazette,https://www.lancastereaglegazette.com/,US,Lancaster,America/New_York,en,ohio|gannett,Lancaster Ohio News - lancastereaglegazette.com is the home page of Lancaster Ohio with in depth and updated Lancaster local news. Stay informed with both Lancaster Ohio news as well as headlines and stories from around the world.
255,East Bay Times,https://www.eastbaytimes.com/,US,Walnut Creek,America/Los_Angeles,en,bay-area|california,"East BayTimes is the leading source of breaking news, local news, sports, entertainment, lifestyle and opinion for Contra Costa County, Alameda County, Oakland and beyond"
256,East Lansing Info,http://www.eastlansinginfo.news/,US,East Lansing,America/New_York,en,,No description available
257,Eater,https://www.eater.com/,US,New York City,America/New_York,en,,Food news and dining guides from across the country.
258,Echo-Pilot,https://www.echo-pilot.com/,US,Greencastle,America/New_York,en,pennsylvania|gannett,"Get the latest breaking news, sports, entertainment and obituaries in Greencastle, PA from Echo Pilot."
259,Ellwood City Ledger,https://www.ellwoodcityledger.com/,US,Ellwood City,America/New_York,en,pennsylvania|gannett,"Get the latest breaking news, sports, entertainment and obituaries in Ellwood City, PA from Ellwood City Ledger."
260,EdSource,https://edsource.org/,US,Oakland,America/Los_Angeles,en,,A nonprofit newsroom devoted to covering equity in education with in-depth analysis and data-driven journalism.
261,Ekantipur,https://ekantipur.com/,NP,Kathmandu,Asia/Kathmandu,ne,,"Kantipur Daily is Nepal's no 1 Nepali news portal and Kantipur Daily's official website. This delivers the latest breaking news and information on latest top stories, national, international, politics, sports, business, finance, entertainment, photo-gallery, audio, video and more."
262,El Pais,https://elpais.com/?ed=es,ES,Madrid,Europe/Madrid,es,,"Noticias de última hora sobre la actualidad en España y el mundo: política, economía, deportes, cultura, sociedad, tecnología, gente, opinión, viajes, moda, televisión, los blogs y las firmas de EL PAÍS. Además especiales, vídeos, fotos, audios, gráficos, entrevistas, promociones y todos los servicios de EL PAÍS."
263,El Tímpano,https://www.eltimpano.org/,US,Oakland,America/Los_Angeles,en,bay-area|california,"El Tímpano—Spanish for “eardrum”—informs, engages, and amplifies the voices of Latino and Mayan immigrants of Oakland and the wider Bay Area."
264,El Universal,https://www.eluniversal.com.mx/,MX,Mexico City,America/Mexico_City,es,,"Noticias de última hora de México y el mundo. Noticias minuto a minuto de política, ovidio, culiacan, AMLO, AIFA, Ucrania, Rusia, deportes, espectáculos,"
265,Financiero,https://www.elfinanciero.com.mx/,MX,Mexico City,America/Mexico_City,es,,"EL FINANCIERO es el principal diario especializado en finanzas, economía, negocios y política de México con las noticias más importantes en tiempo real."
266,El Mundo,https://www.elmundo.es/,ES,Madrid,Europe/Madrid,es,,"Noticias, actualidad, álbumes, debates, sociedad, servicios, entretenimiento y última hora en España y el mundo"
267,El Pais,https://www.elpais.com.uy/,UY,Montevideo,America/Montevideo,es,,"Últimas noticias de Uruguay y del mundo. Política, Economía, Negocios, Deportes, Entretenimiento, Bienestar, fotos, videos, investigaciones y podcast."
268,El Paso Matters,https://elpasomatters.org/,US,El Paso,America/Denver,en,texas,"El Paso Matters is an independent, member-supported nonprofit news organization focusing on in-depth and investigative journalism covering the El Paso, Juarez border region"
269,El Paso Times,https://www.elpasotimes.com/,US,ElPaso,America/Denver,en,texas|gannett,"El Paso Times. Your local source for breaking news, sports, business, classifieds, and entertainment in El Paso."
270,El Periodico,https://www.elperiodico.com/es/,ES,Barcelona,Europe/Madrid,es,,"Noticias de última hora en torno a la actualidad de Catalunya y España, Barça, deportes, internacional, economía, cultura, sociedad y más"
271,Tiempo,https://www.eltiempo.com/,CO,Bogatá,America/Bogota,es,,"Noticias Principales de Colombia y El Mundo Últimas noticias en deportes, economía, política y tecnología Manténgase informado sobre las noticias de Colombia en EL TIEMPO COM"
272,Estado de Minas,https://www.em.com.br/,BR,Belo Horizonte,America/Sao_Paulo,pt,,"Acompanhe as últimas notícias e fique bem informado sobre tudo o que acontece em Minas Gerais, Brasil e no mundo."
273,eNCA,https://www.enca.com/,ZA,Johannesburg,Africa/Johannesburg,en,,No description available
274,Engadget,https://www.engadget.com/,US,Silicon Valley,America/Los_Angeles,en,tech,"Find the latest technology news and expert tech product reviews. Learn about the latest gadgets and consumer tech products for entertainment, gaming, lifestyle and more."
275,Cincinnati Enquirer,https://www.cincinnati.com/,US,Cincinnati,America/New_York,en,ohio|gannett|kentucky|gannett|indiana|gannett,
276,The Enterprise,https://www.enterprisenews.com/,US,Brockton,America/New_York,en,massachusetts|gannett,"Get the latest breaking news, sports, entertainment and obituaries in Brockton, MA from Enterprise News."
277,Epoch Times,https://www.theepochtimes.com/,US,New York City,America/New_York,en,us-right-wing,"Get the latest breaking news, in-depth reporting, and insightful analysis on a wide range of topics, including politics, culture, and world events |  The Epoch Times is a trusted source for real news and information that is free from influence and bias."
278,Estadão,https://www.estadao.com.br/,BR,São Paulo,America/Sao_Paulo,pt,,"As principais e as últimas notícias do Brasil e do mundo sobre política, economia, esportes, cultura, tecnologia, estilo de vida e muito mais."
279,Evening Standard,https://www.standard.co.uk/,GB,London,Europe/London,en,,"Latest London news, business, sport, celebrity and entertainment from the London Evening Standard"
280,Evanston RoundTable,https://evanstonroundtable.com/,US,Evanston,America/Chicago,en,illinois|chicago,"The Evanston RoundTable is the leading source of news on government, schools, the arts, culture and social justice in Evanston, Illinois."
281,Eyewitness News,https://ewn.co.za/,ZA,Johannesburg,Africa/Johannesburg,en,,"Stay ahead of the curve with the latest local and international news, ensuring you never miss a beat with our daily bulletin. Count on EWN as your ultimate source for staying informed every single day."
282,Examination,https://www.theexamination.org/,US,Chicago,America/Chicago,en,,"Investigating preventable health threats and empowering communities — covering tobacco, big food, pollution and more."
283,Fairness and Accuracy in Reporting,https://fair.org/,US,New York City,America/New_York,en,us-left-wing,"FAIR is the national progressive media watchdog group, challenging corporate media bias, spin and misinformation."
284,The Fayetteville Observer,https://www.fayobserver.com/,US,Fayetteville,America/New_York,en,north-carolina|gannett,"Get the latest breaking news, sports, entertainment and obituaries in ~city~, ~state~ from ~sitename~."
285,Fond du Lac Reporter,https://www.fdlreporter.com/,US,Fond Du Lac,America/Chicago,en,wisconsin|gannett,"Complete coverage of Fond du Lac area news and weather, sports, business, community, entertainment, technology, obituaries, photos, videos and opinion at fdlreporter.com"
286,Feet in 2 Worlds,https://fi2w.org/,US,New York City,America/New_York,en,,"Feet in 2 Worlds (Fi2W) is an independent media outlet, journalism training program, and launchpad for emerging immigrant journalists and media makers of color. Our work brings positive and meaningful change to America’s newsrooms and has a broader impact on how immigration is reported and the ethnic and racial composition of news organizations."
287,Fiquem Sabendo,https://fiquemsabendo.substack.com/,BR,Sao Paulo,America/Sao_Paulo,pt,,"Esta é a Don’t LAI to me, a newsletter da agência Fiquem Sabendo sobre dados públicos. LAI é o acrônimo da Lei de Acesso à Informação, a legislação que permite a qualquer cidadão exigir informações de qualquer órgão público no Brasil. Click to read Don't LAI to me - Fiquem Sabendo, a Substack publication with tens of thousands of subscribers."
288,First Things,https://www.firstthings.com/,US,New York City,America/New_York,en,us-right-wing,"Published by The Institute of Religion and Public Life, First Things is an educational institute aiming to advance a religiously informed public philosophy."
289,FiveThirtyEight,https://fivethirtyeight.com/,US,New York City,America/New_York,en,,"538 uses statistical analysis — hard numbers — to tell compelling stories about elections, politics, economics, and American society."
290,Florida Politics,https://floridapolitics.com/,US,Tampa,America/New_York,en,florida,"Florida Politics offers the Sunshine State’s most in-depth coverage of campaigns, elections, government, policy, and lobbying."
291,Flight Global,https://www.flightglobal.com/,GB,London,Europe/London,en,aviation,"Aviation news, analysis, conferences, events, air show coverage and job information for over 110 years worldwide."
292,Flint Beat,https://flintbeat.com/,US,Flint,America/Chicago,en,,"A hyperlocal news outlet covering all things Flint, serving as an effective watchdog over local government and publishing solutions-focused journalism."
293,Florida Bulldog,https://www.floridabulldog.org/,US,Fort Lauderdale,America/New_York,en,florida,Watchdog news you can sink your teeth into
294,Brevard Florida Today,https://www.floridatoday.com/,US,Viera,America/New_York,en,florida|gannett,
295,Florida Phoenix,https://floridaphoenix.com/,US,Tallahassee,America/New_York,en,florida,No description available
296,Folha de S.Paulo,https://www.folha.uol.com.br/,BR,São Paulo,America/Sao_Paulo,pt,,"Siga a Folha e fique informado sobre tudo o que acontece no Brasil e no mundo. Notícias sobre política, economia, cultura, esporte, entretenimento e mais."
297,Forbes,https://www.forbes.com/,US,New York City,America/New_York,en,,"Forbes is a global media company, focusing on business, investing, technology, entrepreneurship, leadership, and lifestyle."
298,Foreign Policy,https://foreignpolicy.com/,US,Washington,America/New_York,en,,No description available
299,Fortune,https://fortune.com/,US,New York City,America/New_York,en,,"Unrivaled access, premier storytelling, and the best of business since 1930."
300,Fort Worth Report,https://fortworthreport.org/,US,Fort Worth,America/Chicago,en,texas,"We are a non-partisan, nonprofit news source dedicated to providing free, fair and local reporting for our community."
301,Foster's Daily Democrat,https://www.fosters.com/,US,Dover,America/New_York,en,new-hampshire|gannett,"Get the latest breaking news, sports, entertainment and obituaries in Fosters, ME from Foster's Daily Democrat."
302,Fox 12 Oregon,https://www.kptv.com/,US,Beaverton,America/Los_Angeles,en,oregon,"KPTV | Oregon Local News, Weather, Sports | Beaverton, OR"
303,FOX29 Philly,https://www.fox29.com/,US,Philadelphia,America/New_York,en,pennsylvania|philadelphia,"Philadelphia news, weather, traffic and sports from FOX 29, serving Pennsylvania, New Jersey and Delaware. Watch breaking news live or see the latest videos from programs like Good Day Philadelphia."
304,Fox 5 Atlanta,https://www.fox5atlanta.com,US,Atlanta,America/New_York,en,georgia,"Atlanta breaking news, weather, and sports from FOX 5 Atlanta, WAGA, FOX 5, Atlanta news, Atlanta weather, Atlanta sports, Georgia news, Good Day Atlanta, FOX 5 Storm Team, FOX 5 I-Team, FOX 5 News, High 5 Sports."
305,Fox 5 New York,https://www.fox5ny.com/,US,New York City,America/New_York,en,new-york-city|new-york-state,"New York news, weather, traffic and sports from FOX 5 NY serving New York City, Long Island, New York, New Jersey and Westchester County. Watch breaking news live and Good Day New York."
306,FOX 11 Los Angeles,https://www.foxla.com/,US,Los Angeles,America/Los_Angeles,en,socal|california,"FOX 11 News and Good Day LA, your source for news, weather, traffic, entertainment and sports for the Greater Los Angeles area."
307,Fox News,https://www.foxnews.com/,US,New York City,America/New_York,en,us-national|us-right-wing,"Breaking News, Latest News and Current News from FOXNews.com. Breaking news and video. Latest Current News: U.S., World, Entertainment, Health, Business, Technology, Politics, Sports."
308,Fox Sports,https://www.foxsports.com/,US,New York City,America/New_York,en,sports,"Watch FOX Sports and view live scores, odds, team news, player news, streams, videos, stats, standings & schedules covering NFL, MLB, NASCAR, WWE, NBA, NHL, college sports & more!"
309,franceinfo,https://www.francetvinfo.fr/,FR,Paris,Europe/Paris,fr,,"Pour savoir ce qui se passe maintenant - Toutes les infos livrées minute par minute par la rédaction de Franceinfo. Photos, vidéos, tweets et vos interventions"
310,Washington Free Beacon,https://freebeacon.com/,US,Washington,America/New_York,en,us-right-wing,No description available
311,Detroit Free Press,https://www.freep.com/,US,Detroit,America/Detroit,en,michigan|gannett,
312,Freethink,https://www.freethink.com/,US,San Francisco,America/Los_Angeles,en,tech,"At Freethink, we believe the daily news should inspire people to build a better world. We focus on solutions: the smartest people, the biggest ideas, and the most ground breaking technology shaping our future."
313,Fremont News Messenger,https://www.thenews-messenger.com/,US,Fremont,America/New_York,en,ohio|gannett,Fremont Ohio News - thenews-messenger.com is the home page of Fremont Ohio with in depth and updated Fremont local news. Stay informed with both Fremont Ohio news as well as headlines and stories from around the world.
314,Financial Times,https://ft.com/?edition=uk,GB,London,Europe/London,en,,"News, analysis and opinion from the Financial Times on the latest in markets, economics and politics"
315,Futurism,https://futurism.com/,US,New York City,America/New_York,en,tech,Discover the latest science and technology news and videos on breakthroughs that are shaping the world of tomorrow with Futurism.
316,g1,https://g1.globo.com/,BR,Rio de Janeiro,America/Sao_Paulo,pt,,"Últimas notícias do Brasil e do mundo, sobre política, economia, emprego, educação, saúde, meio ambiente, tecnologia, ciência, cultura e carros. Vídeos dos telejornais da TV Globo e da GloboNews."
317,The Gadsden Times,https://www.gadsdentimes.com/,US,Gadsden,America/Chicago,en,alabama|gannett,"Get the latest breaking news, sports, entertainment and obituaries in Gadsden, AL from Gadsden Times."
318,Gainesville Sun,https://www.gainesville.com/,US,Gainesville,America/New_York,en,florida|gannett,"Get the latest breaking news, sports, entertainment and obituaries in Gainesville, FL from Gainesville Sun."
319,The Galesburg Register-Mail,https://www.galesburg.com/,US,Galesburg,America/Chicago,en,illinois|gannett,"Get the latest breaking news, sports, entertainment and obituaries in Galesburg, IL from Galesburg Register Mail."
320,The Gardner News,https://www.thegardnernews.com/,US,Gardner,America/New_York,en,massachusetts|gannett,"Get the latest breaking news, sports, entertainment and obituaries in Gardner, MA from The Gardner News."
321,Gaston Gazette,https://www.gastongazette.com/,US,Gastonia,America/New_York,en,north-carolina|gannett,"Get the latest breaking news, sports, entertainment and obituaries in Gastonia, NC from Gaston Gazette."
322,Gawker,https://www.gawker.com/,US,New York City,America/New_York,en,,Gawker. It's a website on the internet.
323,Gazeta do Povo,https://www.gazetadopovo.com.br/,BR,Curitiba,America/Sao_Paulo,pt,,"Acompanhe as últimas notícias do Brasil e do mundo sobre política, economia e esportes. Leia também análises, opinião, estilo de vida e mais."
324,Gazeta.Ru,https://www.gazeta.ru/,RU,Moscow,Europe/Moscow,ru,,"Главные новости дня из Москвы и регионов, информационная лента новостей, новости России и мира, события дня и последнего часа, аналитика, комментарии, видео."
325,Cedar Rapids Gazette,https://www.thegazette.com/,US,Cedar Rapids,America/Chicago,en,iowa,"News, sports, obituaries, opinion, photos & podcasts by the journalists of The Gazette of Cedar Rapids. 100% Employee-Owned. Subscribe today."
326,Green Bay Press-Gazette,https://www.greenbaypressgazette.com/,US,Green Bay,America/Chicago,en,wisconsin|gannett,"Complete coverage of Green Bay area news and weather, sports, business, community, entertainment, technology, obituaries, photos, videos and opinion at greenbaypressgazette.com"
327,Austin Weekly News,https://www.growingcommunitymedia.org/,US,Oak Park,America/Chicago,en,illinois|chicago,No description available
328,Geneseo Republic,https://www.geneseorepublic.com/,US,Geneseo,America/Chicago,en,illinois|gannett,"Get the latest breaking news, sports, entertainment and obituaries in Geneseo, IL from Geneseo Republic."
329,The Georgia Straight,https://www.straight.com/,CA,Vancouver,America/Vancouver,en,,"Home - Vancouver's guide for events, music, arts, entertainment, food, dining, nightlife, and things to do in Vancouver, BC, Canada."
330,Fandom,https://www.fandom.com/,US,San Francisco,America/Los_Angeles,en,entertainment,"The entertainment site where fans come first. Your daily source for all things TV, movies, and games, including Star Wars, Fallout, Marvel, DC and more."
331,Grand Forks Herald,https://www.grandforksherald.com/,US,Grand Forks,America/Chicago,en,north-dakota,"Your #1 source for news in Grand Forks, East Grand Forks, North Dakota and Minnesota. "
332,Great Falls Tribune,https://www.greatfallstribune.com/,US,Great Falls,America/Denver,en,montana|gannett,"The homepage for the Great Falls Tribune, northcentral Montana's source for news, sports, business and weather information."
333,Gig Harbor Now,https://www.gigharbornow.org/,US,Gig Harbor,America/Los_Angeles,en,washington,No description available
334,Gizmodo,https://gizmodo.com/,US,San Francisco,America/Los_Angeles,en,tech,We come from the future.
335,Global News,https://globalnews.ca/,CA,Toronto,America/New_York,en,,"Globalnews.ca – Watch and read Canada’s Breaking news plus Business, Health, Politics and World News"
336,The Globe and Mail,https://www.theglobeandmail.com/,CA,Toronto,America/New_York,en,,"The Globe and Mail offers the most authoritative news in Canada, featuring national and international news"
337,GoErie.com,https://www.goerie.com/,US,Erie,America/New_York,en,pennsylvania|gannett,"Get the latest breaking news, sports, entertainment and obituaries in Erie, PA from GoErie.com."
338,The San Angelo Standard-Times,https://www.gosanangelo.com/,US,San Angelo,America/Chicago,en,texas|gannett,
339,Gothamist,https://gothamist.com/,US,New York City,America/New_York,en,new-york-city|new-york-state,"Gothamist is a non-profit local newsroom, powered by WNYC."
340,Spartanburg Herald-Journal,https://www.goupstate.com/,US,Spartanburg,America/New_York,en,south-carolina|gannett,"Get the latest breaking news, sports, entertainment and obituaries in ~city~, ~state~ from ~sitename~."
341,Georgia Public Broadcasting,https://www.gpb.org/news,US,Atlanta,America/New_York,en,georgia,No description available
342,Grady Newsource,https://gradynewsource.uga.edu/,US,Athens,America/New_York,en,georgia|student,All content and reporting is crafted by the students in the Grady College of Journalism and Mass Communication at the University of Georgia.
343,Little Green Footballs,http://littlegreenfootballs.com/,US,Los Angeles,America/Los_Angeles,en,,"Little Green Footballs: News, politics, culture, music, coding and occasional off the wall humor"
344,Greenville News,https://www.greenvilleonline.com/,US,Greenville,America/New_York,en,south-carolina|gannett,
345,Grist,https://grist.org/,US,Seattle,America/Los_Angeles,en,,"A nonprofit, independent media organization dedicated to telling stories of climate solutions and a just future."
346,Gainesville Times,https://www.gainesvilletimes.com/,US,Gainesville,America/New_York,en,georgia,"Local News, Breaking News, Life, Sports, Weather, Business in Gainesville and Hall County, Georgia."
347,The Guardian,https://theguardian.com/uk,GB,London,Europe/London,en,,"Latest news, sport, business, comment, analysis and reviews from the Guardian, the world's leading liberal voice"
348,Haaretz,https://www.haaretz.co.il/,IL,Tel Aviv,Asia/Tel_Aviv,he,,"הארץ - כל חדשות היום - הידיעות והחדשות בעיתון הארץ . סקופים, מאמרים, פרשנויות ותחקירי עומק בעיתון האיכותי בישראל"
349,Harper’s,https://harpers.org/,US,New York City,America/New_York,en,,"Harper’s Magazine, the oldest general-interest monthly in America, explores the issues that drive our national conversation, through long-form narrative journalism and essays, and such celebrated features as the iconic Harper’s Index."
350,Hartford Courant,https://www.courant.com/,US,Hartford,America/New_York,en,connecticut,No description available
351,Hattiesburg American,https://www.hattiesburgamerican.com/,US,Hattiesburg,America/Chicago,en,mississippi|gannett,
352,Hell Gate,https://www.hellgatenyc.com/,US,New York City,America/New_York,en,new-york-city|new-york-state,No description available
353,Herald-Mail Media,https://www.heraldmailmedia.com/,US,Hagerstown,America/New_York,en,maryland|gannett|pennsylvania|gannett|west-virginia|gannett,"Get the latest breaking news, sports, entertainment and obituaries in Hagerstown, MD from Herald-Mail Media."
354,Daily Herald,https://www.heraldscotland.com/,GB,Scotland,Europe/London,en,,"Scottish news across Glasgow, Edinburgh, Aberdeen, Dundee, Inverness, Stirling and Perth plus, insight, analysis and opinion for Scotland and beyond."
355,Sarasota Herald-Tribune,https://www.heraldtribune.com/,US,Sarasota,America/New_York,en,florida|gannett,"Get the latest breaking news, sports, entertainment and obituaries in Sarasota, FL from Sarasota Herald-Tribune."
356,Hidden City Daily,http://hiddencityphila.org/,US,Philadelphia,America/New_York,en,pennsylvania|philadelphia,No description available
357,High Country News,https://www.hcn.org/,US,Paonia,America/Denver,en,,No description available
358,The Fall River Herald News,https://www.heraldnews.com/,US,Fall River,America/New_York,en,massachusetts|gannett|rhode-island|gannett,"Get the latest breaking news, sports, entertainment and obituaries in Fall River, MA from Fall River Herald News."
359,hollandsentinel.com,https://www.hollandsentinel.com/,US,Holland,America/Detroit,en,michigan|gannett,"Get the latest breaking news, sports, entertainment and obituaries in Holland, MI from hollandsentinel.com."
360,The Hornell Evening Tribune,https://www.eveningtribune.com/,US,Hornell,America/New_York,en,new-york-state|gannett,"Get the latest breaking news, sports, entertainment and obituaries in Hornell, NY from Hornell Evening Tribune."
361,HotAir,https://hotair.com/,US,Washington,America/New_York,en,us-right-wing,"HotAir is the leading conservative blog for breaking news and commentary covering the Biden administration, politics, media, culture, and current elections. 06/05/2024 20:54:43 P EST"
362,Houston Landing,https://www.houstonlanding.org/,US,Houston,America/Chicago,en,texas,"The Houston Landing is an independent, nonpartisan news organization devoted to public service journalism that seeks to strengthen democracy and improve the lives of all Houstonians one story at a time."
363,Houma Today,https://www.houmatoday.com/,US,Houma,America/Chicago,en,louisiana|gannett,"Get the latest breaking news, sports, entertainment and obituaries in Houma, LA from Houma Today."
364,hromadske,https://hromadske.ua/,UA,Kiev,Europe/Kiev,uk,,"Новини в Україні і світі. Надзвичайні новини сьогодні. Всі новини дня. Суспільство та культура. Політичні, економічні, спортивні новини. Читайте на Громадському | hromadske.ua"
365,Herald Times Reporter,https://www.htrnews.com/,US,Manitowoc,America/Chicago,en,wisconsin|gannett,"Complete coverage of Manitowoc area news and weather, sports, business, community, entertainment, technology, obituaries, photos, videos and opinion at htrnews.com"
366,Huffington Post,https://www.huffpost.com/,US,New York City,America/New_York,en,us-left-wing,"Read the latest headlines, news stories, and opinion from Politics, Entertainment, Life, Perspectives, and more."
367,HuffPost Canada,https://www.huffpost.com/,CA,Toronto,America/New_York,en,,"Read the latest headlines, news stories, and opinion from Politics, Entertainment, Life, Perspectives, and more."
368,Human Events,https://humanevents.com/,US,Washington,America/New_York,en,us-right-wing,
369,Humans of New York,https://www.humansofnewyork.com/,US,New York City,America/New_York,en,new-york-city|new-york-state,
370,The Hutchinson News,https://www.hutchnews.com/,US,Hutchinson,America/Chicago,en,kansas|gannett,"Get the latest breaking news, sports, entertainment and obituaries in Hutchinson, KS from The Hutchinson News."
371,Harvey World Herald,https://harveyworld.org/,US,Harvey,America/Chicago,en,illinois|chicago,"The Harvey World Herald is your trusted news source for in-depth reporting in Harvey, Illinois."
372,ICIJ,https://www.icij.org/,US,Washington,America/New_York,en,,The ICIJ is a global network of more than 290 investigative journalists in 105 countries who collaborate on in-depth investigative stories.
373,Ilanga,https://ilanganews.co.za/,ZA,Durban,Africa/Johannesburg,zu,,No description available
374,il manifesto,https://ilmanifesto.it/,IT,Rome,Europe/Rome,it,,il manifesto
375,Imagekhabar,https://www.imagekhabar.com/,NP,Kathmandu,Asia/Kathmandu,ne,,"Image Khabar is launched by image group of companies. The first private Sector Owned Broadcasting channel in Nepal to transmit entertainment, infotainment programs and news."
376,The Massillon Independent,https://www.indeonline.com/,US,Massillon,America/New_York,en,ohio|gannett,"Get the latest breaking news, sports, entertainment and obituaries in Massillon, OH from Massillon Independent."
377,The Independent,https://www.independent.co.uk/news/uk,GB,London,Europe/London,en,,"The latest breaking news, comment and features from The Independent."
378,Independent.ie,https://www.independent.ie/,IE,Dublin,Europe/Dublin,en,,"Read the latest news headlines and analysis about politics, sports, business, lifestyle and entertainment from award-winning Irish Journalists."
379,Anderson Independent-Mail,https://www.independentmail.com/,US,Anderson,America/New_York,en,south-carolina|gannett|georgia|gannett,
380,India Today,https://www.indiatoday.in/,IN,Noida,Asia/Kolkata,en,,"Election Results 2024 - Check out the latest election news from India and live updates on lok sabha, assembly election results. Latest India news on Bollywood, Politics, Business, Cricket, Technology and Travel."
381,The Indianapolis Star,https://www.indystar.com/,US,Indianapolis,America/Indiana/Indianapolis,en,indiana|gannett,The Indianapolis Star
382,inewsource,https://inewsource.org/,US,San Diego,America/Los_Angeles,en,socal|california,"inewsource is a nonprofit, nonpartisan newsroom dedicated to impactful, data-based investigative and accountability journalism."
383,InfoAmazonia,https://infoamazonia.org/,BR,São Paulo,America/Sao_Paulo,pt,,"Geojornalismo na Amazônia: dados, mapas e reportagens geolocalizadas sobre a maior floresta tropical contínua do planeta."
384,Injustice Watch,https://www.injusticewatch.org/,US,Chicago,America/Chicago,en,illinois|chicago,Injustice Watch is a Chicago-based nonprofit journalism organization that examines issues of equity and justice in the court system.
385,Inside Climate News,https://insideclimatenews.org/,US,Brooklyn,America/New_York,en,,No description available
386,In These Times ,https://inthesetimes.com/,US,Chicago,America/Chicago,en,us-left-wing,"Investigative reporting about corporate malfeasance and government wrongdoing, analysis of national and world affairs, and cultural criticism that matters."
