id,url,name,description
124028,https://filmspot.pt,Cartaz de cinema e filmes em exibição - filmSPOT,Cartaz de cinema e horários das sessões. Datas de estreia em Portugal e no Brasil. Notícias sobre ci
126152,https://portugal-a-programar.pt,Home - Portugal-a-Programar,"Website da comunidade Portugal-a-Programar, a comunidade portuguesa de programação. Fórum de discuss"
126533,https://vidaativa.pt,Vida Ativa,O Vida Ativa visa a promoção de saúde através da publicação diária de conteúdos de fácil compreensão
131677,https://instituto-camoes.pt,Início - Camões - Instituto da Cooperação e da Língua,
132455,https://fpf.pt,Home - Bem-vindo à Federação Portuguesa de Futebol | FPF,
132485,https://big.pt,BiG | O banco que entende os seus valores.,O BiG oferece a todos os seus clientes soluções de poupança e investimento independentes e um acompa
133024,https://universia.pt,Ofertas de Emprego e Estágios - Universia,Consegue o trabalho dos teus  sonhos da maneira mais fácil. Aqui encontrarás empresas à procura de n
133443,https://muitofixe.pt,Muito Fixe - O Site mais fixe da internet,
133767,https://viamichelin.pt,"ViaMichelin: ItinerÃ¡rios, Mapas, Info trÃ¡fego, HotÃ©is","Explore o ViaMichelin, seu guia de mobilidade. Mapa interativo, itinerários, postos de recarga, acom"
134936,https://hdn.pt,HdN - Homens da Noite,Software company
135850,https://madeira.gov.pt,Governo Regional da Madeira > Governo Regional Madeira,
135935,https://einforma.pt,eInforma - Relatórios comerciais | Directório de Empresas Portugal | Guia de Empresas de Portugal. - eInforma,
136923,https://green-acres.pt,Imobiliário Portugal : 38.819 casas e apartamentos para vender,Encontrar uma casa à venda no Portugal. Procurar entre 39.280 casas no Portugal com Green-acres.pt.
137077,https://dominios.pt,"Dominios.pt, Alojamento Web e Cloud Server","Dominios.pt é líder nacional na prestação de serviços de registo de domínios .pt, alojamento web, se"
137663,https://shifter.pt,Shifter / Dá que pensar,
138434,https://oartistadodia.blogspot.pt,O Artista do Dia: Futebol Português,"Um blog sobre as figuras do futebol português, e de quem gravita à sua volta. E, claro, sobre Porto,"
143396,https://toconline.pt,"TOConline - Software de Contabilidade, Faturação e Gestão","O TOConline é um programa online da Ordem dos Contabilistas Certificados que agrega contabilidade, f"
